N,P,K,temperature,humidity,ph,rainfall,crop
16.91,41.86,51.79,27.66,60.33,6.85,143.46,groundnut
21.04,57.81,47.68,28.68,64.52,5.68,143.51,groundnut
21.81,54.69,47.34,25.09,57.01,6.24,122.1,groundnut
20.02,53.91,53.97,28.52,64.85,6.87,104.03,groundnut
21.75,43.99,46.15,25.21,67.67,5.87,87.37,groundnut
26.56,46.54,44.84,25.85,70.5,5.69,100.84,groundnut
22.6,53.75,52.67,29.05,55.9,5.94,85.21,groundnut
17.19,45.78,46.2,27.61,68.27,6.07,124.75,groundnut
20.04,45.81,50.82,25.12,56.6,6.13,144.86,groundnut
25.82,41.76,56.93,28.66,67.22,6.73,96.37,groundnut
18.32,50.24,50.98,27.69,66.3,6.92,141.2,groundnut
28.14,56.03,58.87,25.49,60.3,6.24,136.19,groundnut
22.58,54.96,42.78,26.26,69.64,5.75,91.62,groundnut
18.97,47.0,54.17,26.84,66.11,5.65,132.45,groundnut
20.55,52.97,54.51,26.05,72.69,6.42,98.59,groundnut
17.74,58.85,55.1,26.04,61.75,6.71,122.61,groundnut
26.49,48.82,54.33,26.93,59.23,6.45,147.84,groundnut
19.66,49.22,53.48,27.71,71.87,6.64,65.25,groundnut
29.98,55.05,57.28,28.26,72.13,5.67,91.3,groundnut
28.15,44.03,41.56,28.94,71.71,5.74,136.89,groundnut
25.3,50.4,56.61,27.1,58.88,5.93,105.46,groundnut
22.97,56.11,55.83,27.91,70.62,5.79,64.51,groundnut
28.1,41.51,44.93,28.48,63.19,6.81,86.82,groundnut
15.18,46.01,51.56,26.88,65.7,6.81,142.12,groundnut
18.99,49.24,50.98,29.75,74.97,5.85,125.43,groundnut
20.67,40.16,40.19,27.3,64.77,5.53,121.82,groundnut
19.41,51.2,46.02,25.84,63.14,5.85,108.13,groundnut
17.98,50.17,43.15,28.35,70.08,5.67,102.1,groundnut
16.06,51.96,45.29,27.64,65.35,6.89,109.42,groundnut
23.74,48.03,58.98,28.89,60.71,6.77,98.92,groundnut
27.43,56.46,43.78,28.51,60.81,5.95,86.67,groundnut
25.88,44.6,40.02,28.58,58.42,5.66,81.38,groundnut
20.7,49.52,40.89,29.85,69.32,5.98,88.68,groundnut
21.73,17.51,37.93,22.27,93.59,6.14,188.02,coconut
28.07,17.96,41.83,28.2,85.2,7.34,198.7,coconut
27.2,21.46,53.52,30.91,90.12,6.4,196.5,coconut
25.35,20.61,39.14,31.02,93.15,7.95,238.03,coconut
19.2,11.27,37.24,23.49,91.14,7.51,239.93,coconut
24.36,10.07,38.73,21.2,88.63,6.75,154.34,coconut
20.23,12.15,47.94,25.57,89.95,6.57,245.6,coconut
18.22,16.2,49.72,26.68,94.29,6.44,196.37,coconut
16.33,17.31,40.76,21.92,90.45,6.83,157.59,coconut
25.47,17.49,38.78,25.63,92.2,6.82,189.55,coconut
19.84,17.32,53.78,28.06,85.75,6.65,239.08,coconut
16.42,21.87,53.98,20.94,94.33,6.41,234.47,coconut
21.28,15.29,47.68,29.29,85.34,6.98,168.67,coconut
20.19,14.18,44.38,24.01,86.07,5.86,153.34,coconut
22.05,21.45,37.31,31.36,92.33,7.09,214.53,coconut
27.4,11.28,45.1,28.37,90.87,7.58,157.23,coconut
25.36,16.41,42.58,24.08,91.21,7.73,199.62,coconut
27.37,14.83,37.05,20.74,85.51,6.45,183.72,coconut
25.77,18.91,36.02,22.65,87.74,6.87,164.45,coconut
17.01,21.33,51.08,22.17,89.07,6.39,229.1,coconut
22.65,11.53,49.78,24.76,87.63,6.44,199.78,coconut
20.15,12.9,42.97,20.23,92.72,5.93,154.39,coconut
24.81,19.29,51.28,25.92,87.05,7.34,219.97,coconut
18.69,20.84,37.09,31.79,93.6,7.22,243.87,coconut
25.83,12.29,43.84,20.86,88.9,7.35,188.64,coconut
19.95,17.14,52.44,20.57,88.85,5.9,219.54,coconut
16.59,17.98,40.72,22.39,94.36,5.55,193.78,coconut
15.32,15.8,45.02,23.86,86.32,6.44,217.23,coconut
26.74,16.37,46.8,22.41,87.87,5.9,174.93,coconut
18.37,16.23,46.25,31.34,86.96,7.1,231.73,coconut
23.4,13.06,40.25,20.47,88.05,7.36,154.75,coconut
18.29,18.47,50.65,25.46,91.98,6.47,165.99,coconut
20.97,16.96,53.96,20.83,90.07,6.32,200.83,coconut
15.36,13.76,51.4,26.65,89.51,6.21,179.8,coconut
20.75,20.03,54.34,25.26,88.93,7.62,192.69,coconut
23.28,12.77,49.87,26.38,93.09,7.45,171.5,coconut
25.73,19.6,41.92,22.07,85.03,6.63,185.24,coconut
23.32,12.26,52.19,23.09,87.26,6.7,199.89,coconut
18.23,13.26,38.39,28.62,92.7,6.66,221.41,coconut
26.04,11.66,54.32,29.85,87.04,5.97,162.57,coconut
17.08,18.98,44.39,29.4,92.46,7.01,218.64,coconut
15.28,13.74,47.76,20.11,85.33,7.63,218.4,coconut
18.98,18.26,50.85,23.68,85.36,7.83,184.52,coconut
16.6,15.9,50.37,22.66,87.69,6.11,249.17,coconut
17.96,16.91,53.51,21.76,94.71,7.87,238.46,coconut
18.22,17.61,50.22,31.83,86.8,7.42,183.88,coconut
17.63,15.06,50.88,25.58,90.38,7.99,189.91,coconut
24.23,14.38,42.86,28.35,94.38,6.86,226.84,coconut
16.34,12.53,45.04,20.24,87.53,6.79,151.5,coconut
18.97,16.17,46.46,31.11,91.45,6.54,243.04,coconut
111.4,44.0,52.62,31.76,71.2,6.79,69.55,watermelon
105.01,59.73,60.67,26.13,76.57,6.25,71.09,watermelon
118.28,53.94,61.92,29.6,67.29,6.35,65.45,watermelon
110.05,53.57,53.97,29.94,75.83,6.48,61.46,watermelon
110.85,53.23,58.19,33.95,63.25,7.0,44.75,watermelon
80.6,57.8,54.9,32.3,76.22,6.86,79.66,watermelon
91.76,54.2,52.31,29.07,76.96,6.37,63.64,watermelon
100.15,52.92,69.46,25.56,71.48,6.86,59.26,watermelon
83.14,51.21,56.64,26.55,76.98,6.52,77.33,watermelon
112.24,53.86,50.1,29.28,63.95,6.91,46.98,watermelon
91.44,50.34,55.27,27.1,71.98,6.09,42.33,watermelon
94.89,54.41,61.1,29.23,71.32,6.37,77.45,watermelon
82.2,53.47,67.83,33.04,63.68,6.3,68.68,watermelon
83.37,56.24,64.38,32.3,62.0,6.72,67.19,watermelon
113.24,40.83,50.46,28.73,62.98,6.56,76.69,watermelon
95.66,56.9,50.0,26.69,60.61,6.33,76.33,watermelon
83.88,52.13,59.03,34.38,62.45,6.21,41.18,watermelon
97.36,45.56,67.4,31.05,72.28,6.53,43.67,watermelon
97.8,59.99,66.7,33.93,76.46,6.1,49.1,watermelon
80.12,46.07,52.17,29.73,73.54,6.87,69.97,watermelon
117.54,41.08,50.24,31.61,65.79,6.25,53.24,watermelon
90.79,50.23,58.8,30.12,73.45,6.39,50.05,watermelon
86.65,46.99,64.84,32.57,73.34,6.23,63.52,watermelon
102.83,49.69,61.0,29.92,71.31,6.72,44.39,watermelon
109.99,42.72,51.33,34.76,79.14,6.06,57.73,watermelon
87.45,49.71,66.6,34.51,72.69,6.35,64.13,watermelon
92.48,58.2,67.41,30.58,66.5,6.29,41.34,watermelon
112.63,49.01,56.5,29.71,76.37,6.12,74.31,watermelon
115.9,58.93,57.95,27.17,67.47,6.33,47.05,watermelon
104.29,49.53,67.31,25.32,72.88,6.76,70.38,watermelon
115.44,54.58,68.56,28.33,70.06,6.01,40.28,watermelon
89.61,42.02,55.2,26.77,60.57,6.91,40.33,watermelon
109.44,43.04,68.24,33.93,73.08,6.67,40.21,watermelon
119.39,57.56,67.9,31.59,66.9,6.89,51.66,watermelon
102.51,41.99,68.44,26.41,64.5,6.56,70.56,watermelon
104.77,44.64,50.02,32.57,79.7,6.81,58.41,watermelon
116.15,48.2,60.5,29.77,68.95,6.78,61.07,watermelon
92.67,45.16,50.75,30.83,64.6,6.15,66.15,watermelon
107.25,55.04,60.07,33.94,78.73,6.81,65.42,watermelon
92.15,59.66,55.48,27.03,68.84,6.06,79.14,watermelon
103.54,51.14,63.12,29.97,60.64,6.61,68.65,watermelon
96.67,55.15,54.54,27.21,63.23,6.37,73.88,watermelon
113.12,47.66,61.78,32.21,64.82,6.17,78.88,watermelon
104.7,59.63,56.76,32.03,64.45,6.26,60.48,watermelon
92.78,43.35,55.26,25.36,74.09,6.49,43.77,watermelon
86.87,42.05,62.25,25.94,75.09,6.02,49.98,watermelon
115.63,54.37,51.46,33.21,69.86,6.85,64.03,watermelon
107.27,59.87,54.65,31.24,69.21,6.04,40.58,watermelon
84.77,52.98,61.34,30.53,60.64,6.47,76.98,watermelon
95.9,52.5,65.6,32.84,70.39,6.86,55.66,watermelon
115.55,44.8,55.6,25.53,75.91,6.42,111.46,papaya
89.27,58.03,66.68,30.54,72.32,6.47,119.58,papaya
116.62,42.51,58.37,28.45,69.96,6.46,125.94,papaya
85.6,50.26,54.85,26.84,61.3,6.76,121.37,papaya
105.07,54.55,63.59,29.71,67.76,6.38,132.0,papaya
99.79,56.98,67.49,26.71,62.72,6.63,115.06,papaya
80.74,57.77,54.54,34.29,74.35,6.76,110.07,papaya
89.37,50.43,53.44,28.05,66.43,6.16,110.26,papaya
111.54,43.34,50.57,31.29,79.52,6.33,105.93,papaya
102.82,58.13,65.68,31.23,66.3,6.54,104.56,papaya
107.16,54.5,69.3,27.6,60.37,6.55,135.34,papaya
111.62,43.87,55.24,30.13,66.61,6.86,123.69,papaya
111.98,51.61,65.46,28.33,76.63,6.27,127.3,papaya
88.56,49.51,56.36,27.67,79.34,6.16,139.37,papaya
119.37,40.4,63.98,27.53,60.81,6.4,146.76,papaya
80.47,51.76,60.03,33.73,61.68,6.68,134.01,papaya
106.76,58.85,66.46,25.42,69.42,6.4,115.51,papaya
98.05,47.68,58.65,34.79,61.77,6.92,124.01,papaya
104.95,56.6,57.21,29.3,68.19,6.37,146.28,papaya
113.16,42.18,52.16,29.28,61.97,6.62,107.18,papaya
100.89,40.14,56.33,31.77,69.68,6.98,143.71,papaya
94.36,40.91,66.91,34.11,76.41,6.13,149.9,papaya
90.34,54.48,68.16,27.36,78.17,6.31,148.82,papaya
91.25,59.07,51.07,32.09,70.64,6.48,111.17,papaya
108.22,43.82,61.06,27.53,79.11,6.03,109.99,papaya
89.69,48.28,54.65,29.91,77.45,6.71,129.0,papaya
83.56,53.88,53.33,32.86,65.0,6.42,117.52,papaya
114.35,42.53,61.31,26.42,74.1,6.91,121.73,papaya
99.52,58.55,60.42,29.88,71.57,6.69,105.34,papaya
112.84,48.71,51.45,32.86,67.54,6.1,131.69,papaya
115.21,57.76,69.15,33.68,60.04,6.38,140.93,papaya
94.65,52.03,62.13,28.65,78.09,6.5,123.24,papaya
119.9,49.87,53.57,30.13,76.28,6.78,139.43,papaya
108.32,45.08,67.24,33.93,63.88,6.13,148.78,papaya
114.73,57.86,67.73,30.42,72.93,6.55,102.56,papaya
109.82,50.11,62.95,30.03,69.84,6.17,113.94,papaya
86.35,43.91,69.46,26.53,65.39,6.59,130.51,papaya
86.16,55.87,65.7,27.37,65.77,6.94,141.28,papaya
107.91,41.64,58.37,30.59,63.75,6.45,130.05,papaya
93.1,55.62,66.81,28.24,76.77,6.1,141.89,papaya
86.11,41.66,62.84,29.72,78.16,6.36,114.36,papaya
100.03,49.12,56.89,31.94,75.19,6.85,148.64,papaya
90.67,54.32,57.89,31.77,69.52,6.99,136.45,papaya
118.1,56.7,68.06,33.14,69.18,6.25,118.52,papaya
80.81,50.48,60.1,30.25,79.48,6.91,108.09,papaya
94.76,48.48,57.21,32.98,70.48,6.57,142.65,papaya
112.24,42.64,64.28,29.35,65.89,6.05,124.36,papaya
94.22,45.03,63.89,32.69,64.9,6.05,142.44,papaya
80.4,58.74,62.55,28.22,64.93,6.01,111.77,papaya
85.51,52.24,53.33,30.29,71.8,6.3,101.75,papaya
20.75,20.53,34.78,28.18,65.93,6.36,72.65,pomegranate
30.26,34.26,25.47,26.22,61.12,6.15,72.12,pomegranate
32.94,29.88,32.41,30.44,64.8,6.91,76.71,pomegranate
33.58,37.47,28.65,29.13,65.28,6.67,53.55,pomegranate
37.84,20.62,34.97,32.59,69.06,5.61,79.84,pomegranate
28.56,26.61,21.81,30.63,59.58,5.71,80.62,pomegranate
34.76,35.35,38.11,29.09,69.06,7.23,64.83,pomegranate
23.19,28.71,28.04,30.76,61.67,7.0,75.49,pomegranate
22.1,37.17,26.2,34.71,52.36,7.42,54.55,pomegranate
24.62,20.93,34.1,33.5,58.68,7.36,79.51,pomegranate
32.6,36.91,25.94,28.54,68.12,7.3,98.82,pomegranate
38.04,22.55,36.47,29.1,69.82,6.44,77.69,pomegranate
30.6,26.43,21.5,33.96,66.05,5.78,88.84,pomegranate
32.52,28.18,25.08,33.6,64.0,6.6,80.48,pomegranate
21.82,29.48,23.87,27.08,63.23,7.32,70.19,pomegranate
24.15,32.97,37.42,32.48,67.38,6.57,87.59,pomegranate
22.8,26.97,27.79,30.11,68.58,7.25,56.73,pomegranate
23.46,27.15,25.81,31.15,68.06,7.42,82.68,pomegranate
36.76,30.5,24.17,30.25,61.1,6.98,60.99,pomegranate
27.37,27.28,39.19,29.44,65.1,7.0,63.28,pomegranate
31.44,37.89,29.5,34.45,54.29,5.65,94.57,pomegranate
36.95,39.85,33.59,34.37,66.54,7.19,78.46,pomegranate
27.65,38.69,28.64,30.39,58.92,6.63,73.53,pomegranate
20.96,37.64,28.89,30.89,52.78,5.51,62.26,pomegranate
34.09,21.98,38.18,27.15,54.09,5.86,50.7,pomegranate
35.44,37.5,32.28,26.88,55.71,6.45,97.72,pomegranate
24.95,34.63,28.79,27.98,59.12,5.64,89.93,pomegranate
24.87,34.51,21.37,34.55,53.86,7.27,90.47,pomegranate
39.36,29.56,34.55,28.71,53.69,6.39,58.29,pomegranate
39.64,21.92,31.78,31.26,60.76,6.82,55.81,pomegranate
31.1,25.74,38.8,32.62,69.45,5.58,64.26,pomegranate
23.91,20.22,24.85,31.79,54.62,6.52,94.39,pomegranate
33.88,27.89,27.45,29.56,53.54,6.77,68.21,pomegranate
37.05,35.13,32.21,28.64,54.2,7.05,74.32,pomegranate
24.5,23.9,23.31,32.77,54.58,6.55,72.58,pomegranate
31.59,37.54,37.35,29.51,50.31,6.35,80.31,pomegranate
31.16,33.03,23.08,31.47,53.65,7.0,66.95,pomegranate
34.2,20.96,28.16,32.05,54.54,7.09,81.54,pomegranate
31.75,27.07,29.65,30.97,59.45,6.9,71.68,pomegranate
24.05,24.28,20.12,28.01,64.98,7.09,60.12,pomegranate
39.18,30.05,38.34,32.07,64.45,5.67,61.0,pomegranate
20.18,34.32,26.89,32.87,56.78,7.14,56.53,pomegranate
23.47,26.82,28.17,28.49,65.27,5.69,67.56,pomegranate
36.74,21.34,38.85,34.86,51.77,6.08,68.62,pomegranate
35.53,31.92,32.89,32.58,52.36,7.17,85.28,pomegranate
31.55,37.79,34.01,27.02,58.59,6.49,52.76,pomegranate
39.09,22.57,33.95,30.06,50.51,7.35,92.59,pomegranate
30.49,24.58,22.43,28.63,55.11,6.51,98.32,pomegranate
31.5,37.8,33.02,29.75,67.09,6.44,93.43,pomegranate
25.83,22.58,37.11,30.87,67.78,7.38,52.68,pomegranate
30.02,13.75,16.26,27.94,65.61,6.06,110.44,lemon
22.69,18.14,16.06,29.5,66.79,5.61,100.33,lemon
21.72,19.7,10.39,27.54,70.5,5.87,78.29,lemon
32.44,15.85,12.81,29.1,66.08,5.95,102.19,lemon
22.0,19.32,13.75,20.81,67.75,6.1,100.68,lemon
33.89,10.55,12.85,28.19,61.6,6.36,79.59,lemon
36.69,13.61,16.12,21.53,61.32,5.72,81.39,lemon
26.25,15.14,15.89,27.9,73.12,6.11,95.59,lemon
29.48,14.15,18.42,22.3,60.11,6.15,85.12,lemon
37.8,18.59,10.77,21.06,69.9,6.11,88.75,lemon
34.34,15.95,13.25,20.25,75.0,5.71,116.72,lemon
28.41,15.77,18.73,28.64,67.43,5.71,113.76,lemon
28.66,11.92,19.04,21.98,60.52,5.52,106.12,lemon
33.23,13.11,13.2,23.39,73.6,5.56,121.46,lemon
24.45,20.0,11.72,27.72,64.47,5.58,118.75,lemon
37.18,14.04,17.02,25.57,77.06,5.82,101.18,lemon
29.71,13.54,18.91,21.66,62.99,6.08,107.87,lemon
23.89,13.91,19.47,22.47,73.37,6.24,97.41,lemon
38.75,17.37,14.58,25.69,73.85,6.09,118.93,lemon
27.14,13.0,12.14,20.38,60.86,6.37,108.92,lemon
33.21,16.15,18.49,24.8,77.41,5.86,121.34,lemon
33.97,12.57,15.64,25.33,62.76,6.09,90.74,lemon
21.05,19.49,16.41,28.77,73.52,5.86,100.63,lemon
33.51,19.6,12.54,28.75,78.48,6.17,121.56,lemon
27.96,19.53,17.03,20.42,78.14,5.98,98.02,lemon
31.33,11.49,14.69,28.31,60.31,5.77,75.12,lemon
28.31,17.28,17.99,29.45,72.17,5.75,121.21,lemon
35.51,15.74,16.96,29.24,74.25,5.87,110.65,lemon
20.81,13.86,14.06,21.67,60.46,5.63,107.73,lemon
36.05,19.88,13.46,25.99,78.74,5.67,110.88,lemon
35.1,10.89,18.61,28.13,60.67,5.59,77.46,lemon
26.69,15.09,15.32,22.68,78.23,5.87,77.28,lemon
26.0,15.31,14.08,22.74,62.63,6.32,124.81,lemon
26.59,13.82,16.18,27.18,67.84,6.4,103.0,lemon
29.01,16.47,19.53,27.95,60.8,5.83,98.53,lemon
26.29,17.0,18.26,27.31,79.79,5.77,118.75,lemon
35.33,13.62,17.34,21.04,75.79,6.03,89.61,lemon
33.12,16.42,12.09,20.3,68.67,6.07,118.83,lemon
38.56,15.29,17.54,24.39,74.92,5.7,93.55,lemon
32.68,10.18,17.22,28.36,67.98,5.95,117.56,lemon
35.51,12.88,13.24,26.79,71.26,5.66,90.5,lemon
38.0,16.88,19.86,27.67,78.84,5.72,113.57,lemon
20.4,16.71,14.69,23.47,77.25,6.35,76.12,lemon
32.19,13.68,14.16,28.32,66.2,6.44,83.98,lemon
33.25,16.72,12.52,23.25,76.7,6.26,91.45,lemon
30.68,10.62,12.09,24.86,61.72,6.34,110.9,lemon
38.87,16.93,19.4,25.55,72.0,6.48,107.11,lemon
20.62,17.24,19.05,27.96,71.68,6.17,124.51,lemon
21.81,16.67,12.83,26.4,72.15,5.65,85.34,lemon
32.43,11.28,12.65,28.35,66.54,5.99,122.06,lemon
89.09,13.9,124.26,27.55,88.03,5.87,138.83,pineapple
89.13,10.25,115.35,21.42,84.21,5.49,102.2,pineapple
113.46,12.49,117.29,26.68,78.59,5.16,103.28,pineapple
96.06,17.65,136.61,24.13,78.47,5.55,147.14,pineapple
90.68,14.4,131.84,26.1,72.21,5.44,109.34,pineapple
100.41,15.29,135.05,24.62,75.59,4.85,143.71,pineapple
86.84,14.26,107.49,27.73,79.49,5.03,118.05,pineapple
114.09,15.54,128.71,28.97,88.03,4.99,147.62,pineapple
81.0,13.77,135.83,22.75,75.46,4.95,130.62,pineapple
97.53,17.27,135.8,26.74,74.09,5.9,113.22,pineapple
86.0,10.9,122.54,21.14,72.78,4.95,114.08,pineapple
104.17,18.17,130.45,22.62,74.91,5.95,100.41,pineapple
115.19,12.0,137.89,23.42,78.81,5.56,129.38,pineapple
92.72,15.54,129.23,20.42,70.22,5.19,106.59,pineapple
106.57,12.14,117.31,21.98,80.97,4.67,101.16,pineapple
82.05,19.54,105.69,27.08,71.36,4.66,125.44,pineapple
98.59,19.52,137.79,27.8,82.04,5.18,117.81,pineapple
117.88,16.03,123.16,22.32,70.93,5.92,115.69,pineapple
97.7,11.15,133.48,20.28,86.68,4.71,144.33,pineapple
109.19,11.65,122.63,23.13,73.56,5.79,120.18,pineapple
95.94,11.7,115.32,28.72,77.26,5.93,147.32,pineapple
85.8,11.77,134.51,23.93,70.09,4.91,129.88,pineapple
111.97,11.33,104.42,29.22,85.02,5.38,138.46,pineapple
97.15,17.58,114.87,22.44,84.58,5.13,149.07,pineapple
93.98,19.22,137.32,22.42,85.96,5.15,145.88,pineapple
98.0,17.44,118.68,22.28,73.99,5.14,137.77,pineapple
104.2,16.89,111.29,24.81,70.89,5.73,149.49,pineapple
96.28,10.11,106.79,26.53,82.24,5.68,112.69,pineapple
110.55,16.88,112.91,25.45,72.95,5.18,144.06,pineapple
96.85,18.4,123.61,21.92,81.62,5.26,119.93,pineapple
84.79,14.17,102.91,20.99,78.32,4.96,146.28,pineapple
95.03,17.58,121.21,27.04,75.2,5.91,126.5,pineapple
113.25,13.65,104.01,26.74,70.16,5.21,109.64,pineapple
105.1,19.79,118.58,28.17,80.16,5.24,146.52,pineapple
115.6,17.86,111.85,25.45,74.48,5.17,124.21,pineapple
113.27,18.96,116.58,20.18,87.24,4.76,131.09,pineapple
81.0,14.0,139.44,21.01,78.47,4.96,145.25,pineapple
114.77,12.38,103.25,26.27,76.73,5.51,101.61,pineapple
85.34,16.86,108.49,28.58,71.17,4.82,149.93,pineapple
97.32,17.03,107.31,26.1,84.52,4.97,141.44,pineapple
104.14,13.89,122.31,25.77,73.31,5.1,117.17,pineapple
96.04,17.61,119.3,29.4,75.87,5.12,139.35,pineapple
101.84,15.47,102.13,23.99,75.41,6.0,115.42,pineapple
115.38,16.76,113.64,25.44,86.81,5.83,108.02,pineapple
93.58,13.35,101.68,25.98,87.1,5.07,137.0,pineapple
105.11,13.76,105.64,27.09,87.09,5.53,100.89,pineapple
88.65,10.69,122.82,27.56,72.21,5.76,127.78,pineapple
107.6,19.71,103.35,29.01,72.52,5.09,142.57,pineapple
116.25,15.06,123.76,27.08,86.66,4.68,140.5,pineapple
99.25,14.51,116.96,25.09,88.9,5.32,147.66,pineapple
87.21,54.48,56.24,20.15,67.14,6.56,93.05,garlic
112.87,42.45,56.97,16.97,60.07,6.87,71.6,garlic
112.33,45.27,40.08,17.95,57.0,6.75,63.8,garlic
97.75,41.74,45.73,21.38,58.03,6.65,95.87,garlic
107.19,56.22,42.18,15.01,72.89,6.72,81.98,garlic
106.55,48.28,40.89,21.41,68.57,6.47,94.99,garlic
93.45,45.89,57.46,21.56,65.3,6.13,60.75,garlic
106.25,47.7,56.73,23.4,71.11,6.38,89.43,garlic
94.06,43.34,40.67,16.63,73.07,6.24,60.33,garlic
118.79,40.5,55.72,15.86,55.75,6.92,56.98,garlic
102.07,45.48,41.3,12.6,57.31,6.07,88.03,garlic
99.42,46.86,48.37,23.15,73.22,6.72,94.23,garlic
92.79,47.62,52.27,19.48,64.63,6.4,99.31,garlic
112.84,48.7,54.55,15.23,57.0,6.35,70.15,garlic
80.66,56.3,47.18,18.97,56.48,6.17,94.48,garlic
104.35,59.01,59.98,16.46,60.98,6.86,99.93,garlic
105.19,55.9,55.63,16.26,66.49,6.83,84.41,garlic
80.85,46.73,42.89,14.8,73.11,6.04,60.99,garlic
92.38,52.34,50.68,14.62,58.28,6.24,75.13,garlic
90.85,58.95,49.28,12.71,69.59,6.33,82.67,garlic
91.18,51.41,55.44,23.14,60.22,6.33,73.21,garlic
117.09,58.03,41.8,13.58,64.91,6.11,67.28,garlic
85.94,52.72,58.99,23.96,62.5,6.6,92.81,garlic
84.7,53.79,48.18,14.47,63.06,6.08,84.77,garlic
90.11,46.23,42.42,22.38,64.87,6.57,78.47,garlic
96.42,43.85,54.9,13.52,57.08,6.71,60.44,garlic
92.27,49.5,48.99,20.5,67.47,6.64,85.7,garlic
91.7,46.45,48.76,15.69,74.7,6.81,58.23,garlic
80.22,40.86,44.88,13.37,65.67,6.86,86.84,garlic
88.62,47.99,50.16,21.72,71.78,6.91,75.46,garlic
107.77,42.24,51.31,14.98,63.63,6.63,62.85,garlic
82.09,40.2,40.44,12.1,57.21,6.24,61.06,garlic
119.47,46.12,42.55,18.55,72.16,6.68,64.8,garlic
102.46,54.3,54.56,20.0,72.42,6.87,78.95,garlic
97.19,52.83,56.36,12.07,74.84,6.18,73.51,garlic
114.88,44.5,49.54,13.59,62.9,6.18,68.18,garlic
94.94,59.86,59.9,13.38,69.52,6.05,51.51,garlic
84.21,59.31,58.82,14.33,58.23,6.24,75.78,garlic
102.79,44.43,55.13,15.71,73.44,6.66,71.82,garlic
111.6,56.36,45.81,16.08,73.72,6.16,52.11,garlic
98.16,56.02,55.43,23.03,65.66,6.1,79.43,garlic
111.14,41.87,43.45,12.15,66.87,6.89,83.53,garlic
119.28,41.26,58.06,21.77,61.28,6.97,64.4,garlic
115.57,57.61,55.15,18.76,57.4,6.53,67.84,garlic
111.69,55.16,58.21,12.18,71.18,6.94,89.47,garlic
85.21,41.63,40.42,19.54,67.59,6.99,69.9,garlic
93.28,52.49,56.51,23.24,71.06,6.43,81.75,garlic
114.25,49.81,44.33,14.04,55.0,6.72,55.55,garlic
89.75,45.96,51.21,16.78,68.49,6.06,56.2,garlic
99.97,46.74,45.92,12.8,72.91,6.69,56.08,garlic
82.6,59.5,73.62,24.17,84.03,6.26,189.0,ginger
99.12,48.6,60.22,29.27,82.07,5.7,195.98,ginger
116.6,59.78,77.48,29.98,74.89,6.34,191.15,ginger
89.24,41.97,79.59,22.96,87.42,5.5,151.05,ginger
98.63,44.77,73.8,25.66,71.55,5.66,169.4,ginger
87.42,55.84,68.32,20.93,79.69,5.59,156.45,ginger
89.58,57.19,78.49,28.26,76.68,5.77,177.46,ginger
108.87,59.87,62.63,20.49,83.89,6.33,192.32,ginger
107.14,59.08,70.22,29.14,89.36,6.35,165.49,ginger
87.85,50.96,69.06,28.78,72.0,5.76,187.59,ginger
83.8,46.42,67.74,26.23,73.16,6.36,172.38,ginger
116.68,49.36,65.5,21.42,70.07,6.03,155.36,ginger
95.67,51.79,65.51,21.75,85.49,6.45,155.02,ginger
86.22,59.2,60.76,29.78,70.09,6.37,165.37,ginger
117.54,46.34,73.09,20.8,74.85,6.27,176.43,ginger
117.12,48.58,77.4,24.49,89.58,6.46,166.46,ginger
115.44,56.95,64.21,26.24,71.45,6.34,158.73,ginger
82.83,48.0,71.54,28.55,89.48,5.94,153.02,ginger
109.96,51.3,68.96,23.09,80.05,5.84,187.85,ginger
101.76,57.54,70.87,22.38,87.02,6.06,160.34,ginger
104.94,47.15,76.89,24.53,84.53,5.6,169.8,ginger
119.33,56.17,63.2,22.78,76.6,6.15,187.85,ginger
109.98,50.2,76.22,24.37,72.48,6.06,197.62,ginger
111.72,51.57,72.94,29.31,78.57,5.83,198.86,ginger
114.54,46.46,69.28,24.15,72.98,6.46,170.22,ginger
115.01,43.79,70.96,20.24,85.28,6.08,181.28,ginger
82.07,44.22,61.49,22.89,82.55,6.07,180.61,ginger
101.97,45.46,64.89,21.37,86.98,6.12,159.33,ginger
87.09,57.46,74.85,26.59,78.14,5.76,198.97,ginger
111.89,46.04,76.95,27.59,75.94,5.93,159.3,ginger
84.44,54.46,65.35,28.2,89.91,5.58,173.65,ginger
112.08,55.78,75.2,23.49,79.08,6.09,198.7,ginger
93.1,58.46,65.39,29.89,83.41,5.96,180.67,ginger
90.9,45.48,62.27,21.14,76.95,6.26,180.4,ginger
84.1,57.04,72.03,29.61,83.4,5.68,173.69,ginger
105.94,40.57,60.3,21.29,75.03,5.93,174.37,ginger
85.52,53.47,71.92,22.94,70.27,5.58,169.58,ginger
86.16,47.54,72.56,25.47,74.62,5.84,180.7,ginger
114.43,55.06,71.07,23.62,77.3,6.38,151.96,ginger
119.52,53.29,73.62,20.38,82.11,5.98,155.29,ginger
91.12,57.81,71.0,24.13,71.45,6.21,185.14,ginger
104.56,50.21,68.68,25.93,74.67,6.44,179.44,ginger
92.45,48.99,76.11,21.62,75.86,6.18,165.77,ginger
111.7,42.61,75.25,20.68,70.25,6.4,179.07,ginger
94.07,44.65,72.34,25.09,89.83,6.48,181.75,ginger
97.71,49.82,73.65,21.02,76.57,5.58,153.67,ginger
